userId,movieId,rating,timestamp
162540,32,4.5,1248858375
162540,169,0.5,1248855589
162540,519,1.0,1248855177
162540,1125,0.5,1248855035
162540,1367,3.0,1248858352
162540,1721,5.0,1248860843
162540,2205,4.0,1248859374
162540,2384,2.0,1248861017
162540,2986,1.0,1248855172
162540,3005,4.0,1248854959
162540,3159,3.0,1248855467
162540,3869,0.5,1248855349
162540,3980,5.0,1248859023
162540,4148,3.0,1249029714
162540,4167,4.0,1248856442
162540,4306,4.5,1248861548
162540,4310,5.0,1248860863
162540,4372,3.5,1248857026
162540,4720,4.0,1249029673
162540,4792,3.0,1248858383
162540,4993,5.0,1248860712
162540,5218,5.0,1248860705
162540,5299,3.5,1248860603
162540,5364,3.0,1248856402
162540,5400,4.0,1248855584
162540,5444,3.0,1248861605
162540,5679,3.0,1249029765
162540,6377,4.0,1249028584
162540,6383,4.0,1248858443
162540,6539,5.0,1248860701
162540,6754,4.5,1248858968
162540,6887,4.0,1248858979
162540,7143,3.0,1248860689
162540,7293,4.5,1248858990
162540,7444,3.0,1248858392
162540,7458,4.5,1248859006
162540,8131,5.0,1248859802
162540,8360,4.5,1248861553
162540,8533,4.5,1248859809
162540,8644,4.5,1248858913
162540,8666,1.5,1248860945
162540,8957,4.0,1249029678
162540,8961,4.0,1249028593
162540,27808,2.0,1248860519
162540,32031,3.5,1248859406
162540,33679,4.0,1248858944
162540,34162,3.0,1248860596
162540,34319,4.0,1248858950
162540,37720,4.0,1249029724
162540,42738,4.5,1248858973
162540,43936,5.0,1248857225
162540,44022,5.0,1248861568
162540,45517,4.0,1248861538
162540,45668,4.5,1248860481
162540,46062,3.0,1248860982
162540,47099,5.0,1248861290
162540,49278,4.5,1248856357
162540,49530,5.0,1248855507
162540,50872,3.0,1249028421
162540,53953,4.0,1249029719
162540,53996,4.5,1248859447
162540,54001,4.5,1248855722
162540,54272,5.0,1248861558
162540,55995,4.0,1248861608
162540,56152,3.5,1248861592
162540,56587,5.0,1248859016
162540,56941,4.5,1248860345
162540,56949,3.0,1248858614
162540,58293,5.0,1248858327
162540,59784,4.5,1248861543
162540,60069,5.0,1248861563
162540,62553,4.5,1248861365
162540,63859,4.5,1248861265
162540,63992,5.0,1248860380
162540,64034,5.0,1248859421
162540,64285,1.5,1249028604
162540,64575,4.5,1248861462
162540,64614,5.0,1248858301
162540,64957,3.5,1248858281
162540,67408,3.0,1248859398
162540,68135,4.0,1248858424
162540,68554,5.0,1248858267
162540,68791,0.5,1248858955
162540,68941,4.0,1249029736
162540,68954,5.0,1248860769
162540,69526,4.5,1249028189
162540,69644,4.5,1248860374
162540,69844,4.5,1248860696
162541,29,5.0,1240953540
162541,32,5.0,1240949283
162541,47,4.5,1240953606
162541,50,5.0,1240953428
162541,105,2.5,1240947359
162541,141,2.5,1240952466
162541,145,3.0,1240951566
162541,150,3.5,1240951093
162541,153,2.5,1240951808
162541,208,1.0,1240953008
162541,260,5.0,1240952836
162541,261,3.5,1240946774
162541,293,4.0,1240953789
162541,296,3.5,1240953510
162541,318,4.0,1240952695
162541,344,0.5,1240949530
162541,345,4.5,1240950041
162541,410,1.5,1240949573
162541,412,3.5,1240950184
162541,416,1.5,1240951583
162541,485,2.5,1240953126
162541,527,4.5,1240953464
162541,541,5.0,1240952537
162541,590,3.0,1240953047
162541,592,2.0,1240951788
162541,593,4.0,1240953576
162541,616,3.5,1240951140
162541,674,4.0,1240951697
162541,724,2.5,1240947514
162541,737,0.5,1240951690
162541,745,4.0,1240953469
162541,900,4.0,1240950880
162541,914,4.0,1240947390
162541,924,3.0,1240949338
162541,969,4.0,1240947363
162541,1029,3.5,1240947440
162541,1042,3.5,1240947457
162541,1047,1.5,1240947418
162541,1092,1.0,1240951752
162541,1127,2.5,1240949511
162541,1129,3.5,1240947461
162541,1136,4.5,1240953505
162541,1148,4.0,1240953496
162541,1172,4.5,1240947465
162541,1196,5.0,1240952840
162541,1197,4.5,1240953534
162541,1198,4.5,1240953444
162541,1200,4.0,1240950432
162541,1201,3.0,1240953800
162541,1208,3.5,1240951088
162541,1210,3.5,1240952843
162541,1214,4.0,1240950409
162541,1215,3.5,1240951155
162541,1216,4.0,1240952220
162541,1225,3.0,1240950706
162541,1230,3.5,1240951041
162541,1238,3.5,1240953130
162541,1249,4.5,1240947393
162541,1259,4.5,1240953609
162541,1266,5.0,1240953613
162541,1270,4.0,1240951522
162541,1274,4.0,1240950326
162541,1275,4.5,1240952554
162541,1293,4.0,1240947397
162541,1320,2.5,1240950444
162541,1321,2.5,1240950870
162541,1367,3.0,1240949272
162541,1377,2.5,1240951801
162541,1441,4.0,1240952102
162541,1556,1.0,1240953650
162541,1562,2.0,1240951781
162541,1608,1.5,1240950215
162541,1617,4.5,1240953562
162541,1639,4.0,1240952652
162541,1690,2.0,1240950428
162541,1704,4.0,1240952634
162541,1729,3.5,1240946758
162541,1732,4.0,1240952354
162541,1784,4.5,1240951286
162541,1917,3.0,1240951147
162541,2011,2.5,1240951539
162541,2012,3.5,1240951543
162541,2072,1.5,1240949203
162541,2080,4.0,1240947410
162541,2105,4.5,1240947373
162541,2124,2.5,1240949568
162541,2161,5.0,1240947377
162541,2174,2.5,1240952017
162541,2294,2.5,1240951065
162541,2324,4.5,1240953595
162541,2329,4.5,1240950831
162541,2352,2.5,1240952298
162541,2396,4.0,1240952712
162541,2407,3.0,1240946787
162541,2539,1.0,1240950911
162541,2571,5.0,1240953087
162541,2628,3.0,1240952849
162541,2683,1.5,1240951365
162541,2699,1.0,1240951121
162541,2748,0.5,1240950644
162541,2788,4.5,1240953598
162541,2791,3.5,1240950224
162541,2792,3.0,1240950233
162541,2797,3.0,1240952212
162541,2819,3.5,1240949371
162541,2858,5.0,1240950804
162541,2947,1.5,1240946764
162541,2959,5.0,1240953488
162541,2968,4.0,1240947487
162541,2997,5.0,1240952040
162541,3039,2.0,1240947491
162541,3052,5.0,1240952578
162541,3105,3.0,1240951414
162541,3107,2.5,1240951550
162541,3155,1.0,1240951032
162541,3173,4.0,1240951068
162541,3179,2.5,1240950985
162541,3255,4.0,1240947380
162541,3421,3.5,1240951007
162541,3478,4.0,1240951642
162541,3534,2.0,1240949356
162541,3701,4.0,1240950422
162541,3705,1.5,1240952457
162541,3740,2.5,1240952390
162541,3824,2.0,1240951385
162541,3841,2.0,1240950204
162541,3897,4.0,1240950657
162541,3996,5.0,1240953168
162541,4079,3.0,1240950781
162541,4080,3.0,1240951478
162541,4084,1.0,1240952170
162541,4085,2.0,1240952160
162541,4226,4.0,1240953451
162541,4370,0.5,1240949454
162541,4464,4.0,1240949520
162541,4467,3.0,1240949583
162541,4476,2.5,1240952265
162541,4478,2.0,1240952437
162541,4479,4.0,1240952447
162541,4529,4.0,1240951622
162541,4571,4.0,1240952411
162541,4639,3.0,1240950799
162541,4973,4.5,1240950790
162541,4980,4.0,1240952408
162541,4993,5.0,1240952610
162541,4995,5.0,1240951903
162541,5049,1.5,1240949402
162541,5378,2.5,1240952856
162541,5610,2.0,1240951668
162541,5618,4.5,1240953299
162541,5689,4.0,1240952425
162541,5927,1.5,1240952124
162541,5952,5.0,1240952617
162541,5971,4.0,1240953309
162541,6104,5.0,1240953565
162541,6218,3.0,1240952092
162541,6365,4.0,1240953096
162541,6440,4.5,1240951746
162541,6548,3.0,1240951570
162541,6791,4.5,1240951469
162541,6793,0.5,1240952009
162541,6934,2.0,1240953104
162541,7042,3.5,1240952153
162541,7090,4.5,1240953139
162541,7147,4.5,1240952343
162541,7153,5.0,1240952613
162541,7173,1.5,1240950668
162541,7193,5.0,1240950032
162541,7361,4.5,1240953484
162541,8610,2.5,1240950626
162541,8905,3.0,1240949310
162541,8961,4.0,1240953338
162541,8983,4.5,1240953211
162541,31658,4.5,1240953287
162541,33794,4.0,1240951792
162541,41566,4.0,1240952749
162541,45517,4.5,1240953353
162541,50872,4.5,1240953372
162541,55768,2.5,1240951998
162541,56176,2.0,1240950697
162541,58559,4.0,1240953434
162541,63876,5.0,1240952515
162541,209171,5.0,1240952515